student_id,department,year,gender,attendance_percentage,classes_missed,mood_score,stress_score,sleep_hours,energy_level,gpa,assignments_pending,exam_days_left,study_hours,internal_marks,lab_performance,counselor_sentiment,counselor_visits,extracurricular_hours,financial_stress,social_support,risk_level
10293,CE,4,Female,74,32,2,5,3.6,4,9.0,8,13,8.2,50,41,Negative,8,5.5,2,1,Medium
10294,CE,4,Male,40,19,5,10,7.5,4,5.74,2,42,2.3,69,90,Positive,4,8.9,2,3,Medium
10295,CE,1,Male,86,6,5,1,7.4,3,6.04,4,4,7.4,65,63,Neutral,7,7.1,4,1,Medium
10296,ME,4,Male,42,20,2,8,5.8,4,6.9,7,42,3.7,47,48,Neutral,1,1.3,1,4,Medium
10297,ME,2,Male,42,28,4,6,3.7,2,5.85,10,51,6.2,98,67,Negative,0,8.5,2,2,High
10298,CSE,4,Female,46,30,1,6,6.5,5,5.17,2,3,9.0,65,82,Negative,2,8.1,3,1,High
10299,ECE,2,Female,87,33,5,4,4.9,6,8.77,5,37,8.0,62,84,Neutral,3,4.3,5,3,Low
10300,ME,2,Female,93,20,10,2,7.7,9,7.68,5,11,1.3,78,49,Neutral,0,8.5,4,4,Low
10301,EEE,3,Male,47,0,10,9,4.3,2,5.03,1,25,1.2,57,78,Negative,2,5.4,3,2,High
10302,CE,4,Female,42,32,5,6,5.2,7,6.2,6,3,6.9,56,82,Positive,5,5.4,1,3,Medium
10303,CE,4,Female,53,2,5,5,3.9,5,8.77,4,18,5.5,70,73,Neutral,7,7.3,3,2,Medium
10304,IT,2,Female,71,8,6,3,8.9,8,6.85,0,24,5.3,57,42,Neutral,0,11.0,1,3,Low
10305,EEE,4,Male,89,16,8,6,6.4,10,9.62,6,7,8.6,43,89,Positive,4,10.2,2,1,Low
10306,IT,4,Male,75,10,1,6,7.0,8,5.97,4,57,4.5,44,73,Neutral,2,0.5,3,3,Medium
10307,CSE,4,Female,57,19,7,9,5.6,10,7.06,7,54,1.4,90,41,Negative,6,7.5,3,2,High
10308,CSE,3,Male,73,32,2,8,6.9,9,8.49,1,18,4.9,64,48,Negative,6,5.7,4,3,Medium
10309,EEE,1,Female,55,1,10,1,4.6,5,5.13,8,49,0.3,68,40,Neutral,1,5.5,1,1,Medium
10310,ME,4,Male,55,30,1,6,3.5,7,5.27,2,54,2.0,63,70,Positive,2,7.5,3,4,Medium
10311,CE,4,Male,75,32,4,5,6.8,5,9.91,6,13,7.6,58,47,Negative,1,6.2,4,3,Medium
10312,ECE,1,Male,57,28,5,8,4.5,4,9.79,7,45,4.4,67,91,Positive,4,1.3,5,3,Medium
10313,CSE,1,Male,60,3,7,10,4.3,4,9.03,4,53,6.9,75,62,Positive,8,5.7,4,1,Medium
10314,CSE,3,Male,89,39,5,8,8.9,1,8.08,5,3,7.5,76,96,Positive,5,7.2,5,1,Medium
10315,EEE,1,Female,48,1,10,8,4.8,4,6.64,5,32,0.9,50,100,Negative,5,0.4,4,4,High
10316,ECE,3,Male,41,4,2,9,8.6,9,8.28,2,24,2.5,72,99,Neutral,8,10.5,5,2,High
10317,ECE,1,Female,92,13,8,8,4.2,10,9.37,9,42,9.0,44,42,Neutral,5,6.4,5,1,Medium
10318,IT,1,Male,92,5,4,8,3.7,7,5.86,5,39,3.4,87,83,Negative,6,6.3,5,5,High
10319,EEE,4,Male,68,11,1,4,4.6,10,9.86,2,56,0.4,67,87,Positive,0,1.1,5,5,Medium
10320,ECE,3,Male,53,34,2,5,7.2,5,6.23,0,0,8.4,80,51,Positive,1,4.2,2,4,Medium
10321,ME,1,Male,93,6,6,3,8.4,5,8.36,6,60,0.1,91,95,Neutral,7,8.4,3,3,Low
10322,CE,3,Male,56,6,1,4,4.7,3,7.56,10,37,5.9,42,50,Positive,7,2.4,1,2,Medium
10323,CSE,4,Male,69,7,8,7,4.1,4,8.77,3,14,3.8,75,55,Negative,4,1.9,1,5,Medium
10324,EEE,2,Female,98,16,5,10,7.1,9,9.55,10,48,1.5,62,86,Negative,5,8.8,3,1,Medium
10325,CSE,1,Female,56,39,9,10,6.1,1,5.5,4,1,4.1,54,54,Negative,7,5.6,1,1,High
10326,ME,4,Female,46,15,3,2,4.9,8,5.77,3,36,1.4,92,89,Negative,5,0.6,1,4,High
10327,EEE,2,Female,45,21,1,8,6.6,6,7.85,1,1,2.9,94,53,Neutral,1,0.6,3,3,Medium
10328,EEE,1,Female,91,26,8,8,5.7,1,6.88,7,60,8.2,77,55,Negative,8,2.9,5,3,Medium
10329,ECE,3,Female,41,15,6,1,6.1,10,6.98,2,29,5.6,63,82,Neutral,4,9.8,4,3,Low
10330,EEE,2,Male,74,0,4,9,3.2,5,9.62,1,27,7.0,90,54,Neutral,4,5.6,3,3,Low
10331,CSE,2,Female,86,27,1,3,8.6,8,5.59,7,33,2.6,99,50,Negative,4,11.5,4,3,High
10332,ECE,3,Male,69,24,6,2,8.0,6,5.52,6,41,6.4,88,40,Neutral,3,6.1,1,5,Medium
10333,EEE,2,Female,49,37,5,10,4.0,1,8.24,10,58,6.0,94,98,Negative,6,8.1,5,4,High
10334,CSE,2,Male,81,1,8,1,3.4,5,6.88,1,19,7.8,82,50,Neutral,4,11.0,4,5,Low
10335,EEE,3,Male,88,16,8,4,4.7,1,8.13,3,51,3.4,79,55,Positive,1,0.5,5,1,Low
10336,EEE,4,Female,69,13,7,3,3.9,6,9.21,5,48,5.9,56,90,Negative,0,10.4,5,5,Medium
10337,CSE,1,Female,48,36,10,2,8.9,9,6.35,3,33,3.3,51,57,Neutral,0,8.2,3,5,Medium
10338,IT,1,Female,92,4,8,7,6.7,9,9.17,7,54,5.4,72,77,Positive,4,3.4,5,3,Low
10339,IT,1,Male,59,16,3,5,3.5,10,6.36,1,26,4.1,47,77,Neutral,8,0.8,3,2,High
10340,ECE,2,Male,56,26,3,3,8.2,10,5.83,10,32,9.1,95,78,Negative,0,8.7,1,4,High
10341,EEE,4,Female,92,1,1,3,6.0,6,8.15,3,25,4.9,46,68,Neutral,1,4.0,4,1,Medium
10342,EEE,3,Male,66,39,10,6,7.9,10,7.45,0,52,7.3,43,43,Negative,4,2.5,1,5,Medium
10343,CSE,4,Male,89,20,8,3,7.2,9,5.88,9,26,8.9,63,54,Positive,0,4.9,4,1,Medium
10344,CE,2,Female,48,10,2,7,8.3,6,8.19,7,56,3.3,78,59,Neutral,3,6.2,4,1,Medium
10345,ME,1,Male,98,4,10,3,5.1,8,5.59,5,38,9.4,63,77,Positive,1,8.9,5,1,Medium
10346,CSE,4,Male,60,4,5,4,5.6,4,5.55,7,11,6.0,67,64,Positive,1,9.7,5,4,Medium
10347,CSE,4,Male,83,28,9,3,7.5,1,8.59,7,57,9.8,46,62,Neutral,4,10.6,4,3,Low
10348,IT,3,Female,42,40,10,10,7.4,3,6.89,5,1,3.0,41,60,Negative,1,7.3,1,4,Medium
10349,IT,3,Female,45,6,1,8,8.0,2,9.53,4,8,9.2,93,79,Positive,5,4.5,4,4,Medium
10350,ME,2,Female,91,28,1,9,8.0,1,9.62,7,58,0.1,45,46,Negative,3,11.2,5,1,High
10351,ME,1,Female,67,3,6,10,8.4,1,6.7,1,12,0.8,42,78,Neutral,7,11.4,5,5,Medium
10352,ECE,3,Female,64,21,3,7,7.6,2,8.29,5,55,1.8,41,41,Negative,5,11.6,3,5,Medium
10353,ME,1,Male,89,32,3,3,8.2,10,7.25,2,38,8.6,71,56,Negative,2,6.7,2,4,Medium
10354,IT,1,Male,64,21,9,3,8.3,8,8.84,0,33,3.4,92,58,Neutral,5,1.6,2,4,Low
10355,ECE,1,Female,80,0,9,4,6.5,4,8.5,9,52,7.3,79,68,Positive,3,11.4,3,4,Low
10356,ME,4,Female,54,34,6,5,5.3,2,7.68,2,52,0.8,49,50,Negative,2,0.9,1,4,Medium
10357,EEE,4,Female,87,24,6,5,3.4,3,7.98,7,54,0.6,96,98,Negative,6,0.2,5,1,Medium
10358,CE,2,Female,50,22,3,2,4.8,7,9.08,5,37,5.7,70,70,Negative,5,2.4,5,5,High
10359,CSE,2,Female,72,10,1,4,6.2,9,6.97,6,16,1.6,69,67,Positive,6,11.5,2,5,Low
10360,ME,2,Male,49,23,2,10,3.7,7,5.73,8,19,5.8,76,43,Neutral,7,2.8,1,1,High
10361,CE,3,Female,75,33,7,1,8.1,7,5.03,0,55,2.4,56,62,Neutral,0,11.5,2,5,Low
10362,CE,1,Male,80,24,7,5,5.0,3,6.65,7,8,3.5,72,43,Positive,0,10.4,3,3,Low
10363,CSE,3,Male,47,22,9,10,5.3,7,5.76,4,14,1.0,70,46,Negative,8,10.5,4,1,High
10364,EEE,4,Female,74,0,5,8,8.5,10,9.77,3,17,5.9,80,53,Positive,1,0.6,1,4,Low
10365,ECE,1,Male,77,30,1,6,8.7,5,9.56,2,44,3.8,72,69,Positive,8,4.8,2,2,Low
10366,EEE,3,Male,60,12,4,3,4.9,2,8.22,8,40,8.9,41,66,Neutral,4,0.1,4,3,Medium
10367,CE,3,Female,52,19,1,8,5.7,1,9.28,4,56,3.4,41,41,Neutral,8,9.9,5,3,Medium
10368,ME,1,Female,69,8,5,8,3.0,2,7.83,1,11,1.0,97,98,Neutral,6,3.6,3,5,Medium
10369,ECE,2,Female,86,3,9,2,5.8,9,9.61,2,16,1.5,97,64,Positive,3,2.0,4,4,Low
10370,ECE,3,Male,99,3,7,5,6.4,2,6.72,2,35,9.5,100,100,Neutral,3,9.0,2,5,Low
10371,EEE,1,Female,58,9,6,10,4.2,10,7.48,7,23,5.2,90,98,Negative,0,6.8,5,2,High
10372,ECE,2,Female,97,3,9,10,6.0,7,5.1,0,21,5.5,47,55,Positive,7,2.7,1,4,Medium
10373,EEE,3,Female,98,6,7,3,7.7,9,6.73,7,16,1.0,89,94,Neutral,7,2.4,5,1,Low
10374,CSE,3,Female,81,12,9,4,8.7,5,8.95,4,31,9.6,99,98,Negative,4,0.9,2,3,Low
10375,EEE,2,Female,62,18,10,1,5.2,3,7.75,3,31,1.8,93,56,Neutral,8,10.5,1,4,Low
10376,ECE,2,Female,59,35,2,2,6.7,3,9.01,8,35,1.5,49,48,Positive,2,6.0,4,2,Medium
10377,CE,2,Male,92,23,5,6,4.8,1,6.53,9,12,4.7,72,88,Neutral,7,8.3,3,1,Low
10378,ME,4,Female,87,9,6,2,4.2,2,9.86,3,1,4.0,71,64,Positive,1,0.1,5,2,Low
10379,EEE,4,Male,47,39,10,4,5.7,5,8.19,9,46,8.5,91,85,Positive,0,3.9,3,1,Medium
10380,CE,4,Female,58,20,1,2,3.1,6,8.38,0,58,0.9,50,84,Negative,8,3.6,5,5,High
10381,EEE,1,Female,43,0,7,8,5.9,9,6.02,4,28,5.8,68,72,Positive,2,11.9,1,4,Medium
10382,EEE,3,Female,50,30,8,6,4.9,2,9.97,0,6,0.2,51,73,Positive,6,5.1,4,4,Medium
10383,ME,3,Male,61,7,8,3,4.7,2,7.74,10,9,7.2,95,98,Negative,1,6.3,3,4,Medium
10384,ME,2,Female,95,14,1,7,4.2,5,5.98,10,37,5.0,58,71,Neutral,6,3.5,2,5,Medium
10385,EEE,3,Female,45,14,6,10,6.3,7,6.13,1,27,2.5,56,41,Positive,0,8.6,5,2,High
10386,CE,2,Female,50,14,8,5,8.3,4,8.65,8,14,7.8,54,52,Positive,7,9.7,1,4,Low
10387,ME,3,Female,42,11,1,1,7.0,1,9.93,9,52,6.3,68,95,Neutral,5,5.9,3,2,Medium
10388,ME,3,Male,72,4,10,9,4.2,5,7.32,0,1,5.8,45,66,Neutral,5,8.0,4,1,Medium
10389,CE,1,Male,81,36,1,4,4.5,3,9.98,3,7,8.7,43,92,Positive,1,8.0,5,5,Medium
10390,CE,1,Female,53,20,5,10,5.2,8,7.89,6,56,1.0,94,76,Neutral,0,1.1,2,1,Medium
10391,ME,2,Female,52,17,1,4,6.8,3,9.02,7,39,9.8,93,68,Neutral,7,3.1,4,5,Medium
10392,ECE,4,Male,62,9,3,1,3.5,4,8.49,0,55,9.7,73,92,Positive,4,3.1,4,4,Medium
10393,ECE,2,Female,85,22,1,2,5.9,10,7.56,5,34,5.9,40,99,Positive,5,11.3,4,3,Low
10394,CE,3,Female,71,5,7,3,5.3,10,8.7,6,33,8.0,99,70,Negative,3,1.3,3,3,Low
10395,IT,1,Female,82,7,10,9,6.0,3,5.12,10,57,3.3,49,42,Neutral,1,4.3,5,4,Medium
10396,ME,2,Female,100,21,4,10,5.0,10,8.38,6,54,2.2,72,65,Positive,7,7.0,5,1,Medium
10397,IT,1,Male,46,39,5,8,8.3,5,9.64,2,20,4.6,57,96,Negative,7,8.5,5,5,Medium
10398,CE,1,Female,50,22,5,9,6.3,6,7.82,1,22,5.6,45,46,Neutral,2,9.2,5,4,Medium
10399,CSE,4,Male,82,21,2,3,7.5,6,7.49,2,43,4.9,86,57,Negative,7,5.9,5,1,Medium
10400,ECE,4,Female,76,37,4,9,8.8,10,7.14,5,10,7.5,58,59,Positive,1,3.6,2,1,Low
10401,CSE,2,Female,89,6,8,9,5.4,6,9.56,8,9,6.1,53,51,Negative,8,9.7,2,5,Medium
10402,EEE,2,Male,94,0,4,1,7.8,10,5.42,8,44,6.6,58,60,Neutral,4,6.1,2,2,Medium
10403,ECE,4,Male,86,0,2,9,5.5,10,8.02,4,8,6.2,55,76,Negative,3,2.6,5,2,High
10404,CSE,1,Female,54,8,5,9,8.8,7,6.14,10,8,3.8,97,43,Positive,3,0.6,4,5,High
10405,CSE,4,Male,57,40,10,9,5.6,4,9.25,9,36,4.9,58,61,Neutral,6,1.3,2,3,Medium
10406,CSE,1,Male,83,11,9,1,8.2,2,6.94,4,41,9.0,88,62,Neutral,0,5.6,5,1,Low
10407,CE,2,Male,51,36,6,9,4.8,6,9.64,9,1,4.2,43,77,Positive,4,4.5,5,4,Medium
10408,ECE,3,Female,96,32,4,3,8.9,4,9.71,7,2,8.1,42,46,Neutral,4,3.3,3,5,Low
10409,EEE,1,Female,59,32,3,4,3.4,8,8.69,4,41,4.5,48,53,Positive,1,10.5,4,4,Medium
10410,ECE,1,Female,68,6,4,6,3.5,10,9.58,6,7,5.2,96,78,Neutral,0,8.0,3,1,Medium
10411,ECE,2,Female,97,10,7,8,7.9,10,6.77,6,32,5.5,61,64,Negative,5,8.6,3,4,Medium
10412,ME,3,Female,71,37,2,2,3.6,5,6.35,6,43,2.1,80,43,Negative,8,5.3,4,2,High
10413,ME,4,Male,76,38,6,9,6.3,7,5.81,0,11,5.0,40,77,Positive,8,4.7,2,2,Medium
10414,CSE,3,Male,72,3,5,2,6.4,5,7.12,0,24,8.1,52,68,Negative,0,3.7,5,4,Low
10415,CSE,4,Male,88,0,1,5,7.7,10,6.44,1,18,5.8,75,40,Negative,7,2.5,3,3,Medium
10416,ME,3,Male,93,31,7,4,3.6,10,7.41,0,39,2.6,73,50,Positive,2,3.1,1,3,Low
10417,EEE,3,Male,93,8,5,9,4.2,8,9.09,7,33,6.6,76,80,Negative,7,2.2,1,2,Medium
10418,IT,3,Male,92,16,7,9,3.2,6,9.72,2,22,9.0,95,80,Negative,3,11.3,2,5,Medium
10419,CE,2,Male,50,23,6,4,8.1,1,9.15,3,0,4.1,88,80,Negative,1,9.9,1,4,Medium
10420,EEE,1,Male,58,34,10,1,7.1,9,9.46,7,39,4.3,72,89,Positive,4,2.8,4,1,Medium
10421,IT,1,Female,78,31,4,3,8.9,4,7.36,5,11,9.3,61,59,Positive,8,3.1,2,2,Low
10422,CSE,2,Male,85,20,9,3,6.9,3,6.3,10,7,5.8,92,71,Negative,0,4.9,2,3,Medium
10423,IT,2,Female,96,36,2,8,4.7,6,9.84,1,34,1.3,60,57,Negative,1,10.5,3,2,High
10424,ME,4,Female,69,0,5,10,8.7,5,5.28,5,13,5.0,42,75,Negative,2,11.0,5,3,High
10425,CE,3,Female,84,31,8,8,5.0,6,7.95,9,50,9.5,86,81,Negative,2,2.4,1,4,Medium
10426,ECE,4,Female,58,20,7,10,4.6,8,9.28,0,5,9.1,49,84,Positive,3,5.3,5,1,Medium
10427,CE,3,Female,86,2,6,7,7.8,2,6.57,6,6,10.0,72,90,Negative,4,1.6,2,4,Low
10428,IT,2,Female,42,13,9,8,5.2,10,9.91,8,9,4.4,97,80,Positive,2,11.5,5,4,Medium
10429,EEE,3,Male,48,32,6,9,6.7,2,9.73,0,43,4.5,93,78,Neutral,3,5.5,1,2,Medium
10430,CE,3,Female,55,20,2,9,4.6,3,7.35,5,0,0.4,64,57,Negative,4,5.8,2,5,High
10431,EEE,3,Female,89,24,6,5,6.4,4,7.1,2,50,5.9,73,58,Negative,0,0.5,2,5,Low
10432,CE,3,Male,77,33,5,3,7.5,9,9.22,10,37,3.7,97,73,Positive,7,6.1,4,2,Low
10433,IT,1,Male,82,28,5,1,6.5,8,6.95,4,15,4.9,51,80,Negative,8,8.1,4,1,Medium
10434,EEE,1,Female,74,9,6,8,7.1,7,5.81,2,7,8.9,46,83,Neutral,7,6.5,5,5,Medium
10435,EEE,3,Female,41,13,2,4,4.0,3,5.88,0,0,8.6,69,83,Neutral,3,9.1,2,3,Medium
10436,EEE,4,Male,95,21,10,5,4.8,7,8.81,5,37,7.2,71,83,Positive,1,8.9,1,2,Low
10437,CSE,1,Male,68,14,6,8,5.0,4,6.96,4,22,6.2,65,41,Neutral,5,1.5,4,5,Medium
10438,IT,3,Female,95,13,10,1,4.1,4,7.75,3,16,7.2,41,84,Negative,8,11.4,3,5,Low
10439,ME,1,Male,77,18,10,1,8.5,1,6.44,2,59,1.0,95,84,Negative,1,2.9,4,4,Medium
10440,EEE,1,Male,83,16,7,8,5.1,4,9.4,5,7,9.6,56,47,Neutral,1,1.7,1,1,Low
10441,CE,3,Male,64,12,7,6,8.0,1,7.9,9,23,2.9,54,58,Positive,4,10.5,1,2,Medium
10442,CSE,1,Male,56,21,10,4,3.9,9,6.53,5,51,2.0,72,72,Positive,5,3.1,4,2,Medium
10443,CE,1,Male,53,2,6,8,3.2,7,7.27,8,53,3.5,100,94,Negative,8,3.7,5,4,High
10444,ME,1,Male,78,21,7,3,4.2,10,6.72,5,8,1.2,88,92,Neutral,7,7.4,2,4,Low
10445,ME,1,Female,75,0,3,5,3.4,6,7.65,0,41,0.8,77,46,Positive,5,10.5,1,2,Medium
10446,EEE,3,Female,51,5,6,7,6.2,5,9.13,4,5,3.1,77,73,Neutral,7,3.5,4,2,Medium
10447,IT,3,Female,50,33,1,10,5.6,9,7.43,6,29,1.8,86,67,Negative,7,9.0,4,1,High
10448,EEE,1,Female,83,12,2,7,5.7,4,9.24,3,0,7.9,74,64,Positive,0,0.8,1,5,Low
10449,CSE,2,Male,74,24,9,9,5.0,9,6.89,5,41,2.3,42,60,Neutral,7,4.3,1,2,Low
10450,ME,4,Male,91,1,7,9,6.8,2,8.71,3,12,4.0,62,43,Positive,0,5.0,5,5,Low
10451,EEE,3,Female,50,2,5,5,4.1,1,9.21,0,14,2.8,54,40,Negative,5,11.6,3,2,Medium
10452,CSE,2,Male,61,32,1,6,6.3,1,6.83,10,15,2.8,90,77,Positive,1,7.4,1,4,Medium
10453,CE,3,Female,61,3,8,6,3.3,1,5.18,8,25,2.4,80,42,Positive,0,4.2,5,1,High
10454,ECE,4,Male,75,17,7,10,5.7,3,9.4,5,41,8.2,93,57,Positive,0,2.0,5,1,Medium
10455,EEE,4,Male,72,22,1,5,8.9,1,8.97,7,24,6.8,83,40,Positive,6,2.5,4,1,Medium
10456,ECE,4,Female,64,32,8,6,6.0,8,8.8,2,30,5.9,48,92,Negative,7,8.3,4,4,Medium
10457,EEE,3,Female,51,8,8,9,3.8,7,8.28,8,12,1.6,52,48,Positive,4,4.4,2,5,Medium
10458,ME,1,Female,62,27,7,3,8.0,3,5.43,1,44,5.1,99,66,Positive,8,2.5,1,4,Medium
10459,IT,2,Male,73,22,9,5,8.1,7,7.78,7,14,4.5,68,47,Negative,7,6.6,3,1,Medium
10460,ME,1,Male,66,4,5,1,4.5,9,9.77,4,57,4.0,42,76,Neutral,8,3.8,2,3,Low
10461,ME,1,Female,90,18,6,3,7.2,3,8.83,1,45,7.2,97,77,Positive,8,6.6,2,5,Low
10462,IT,2,Male,74,22,8,8,6.7,10,9.93,2,36,4.1,94,43,Negative,0,10.9,2,5,Medium
10463,EEE,1,Female,68,13,8,2,8.2,5,9.65,0,31,8.3,50,83,Neutral,3,10.3,1,4,Low
10464,IT,1,Male,74,19,9,6,5.8,1,8.66,3,11,0.4,87,56,Negative,3,4.0,5,1,Medium
10465,IT,3,Female,59,4,6,5,4.1,6,6.58,8,53,0.7,80,72,Positive,6,5.4,5,2,Medium
10466,EEE,4,Male,94,28,9,1,3.5,9,8.97,5,42,7.9,48,42,Negative,8,10.0,1,5,Low
10467,CE,2,Female,52,28,1,7,3.2,7,6.54,5,42,5.0,93,79,Negative,6,11.6,5,2,High
10468,IT,4,Male,82,13,10,8,7.2,7,7.09,2,28,8.2,93,46,Positive,1,3.9,2,3,Low
10469,ECE,1,Male,75,18,1,10,7.1,4,8.18,4,23,3.6,89,70,Positive,8,8.8,1,3,Medium
10470,ECE,1,Male,87,40,8,6,6.5,9,8.37,2,28,2.9,67,58,Neutral,5,8.8,3,3,Low
10471,CSE,2,Male,72,9,6,3,6.4,8,5.48,8,58,7.7,62,78,Neutral,6,6.5,3,2,Medium
10472,EEE,2,Female,42,29,6,9,6.6,9,5.45,1,18,1.0,93,75,Positive,6,10.8,1,4,Medium
10473,EEE,4,Male,61,2,6,6,3.2,1,8.73,10,57,2.5,62,72,Negative,7,6.5,5,2,High
10474,ME,4,Male,60,27,9,3,5.0,6,5.47,10,27,9.6,98,91,Negative,1,9.3,4,4,High
10475,IT,1,Female,90,25,1,8,4.8,10,9.55,6,50,1.7,53,97,Neutral,1,5.1,5,1,High
10476,ME,4,Female,97,29,8,3,5.4,7,6.51,7,45,6.7,94,92,Positive,5,1.8,2,4,Low
10477,IT,3,Female,77,20,5,4,6.7,1,6.96,4,50,4.0,93,80,Positive,4,6.9,4,3,Low
10478,CSE,4,Female,48,16,1,8,4.0,1,6.78,3,52,2.8,56,98,Positive,5,6.0,2,4,Medium
10479,ECE,1,Female,67,36,4,4,4.8,1,6.93,5,11,5.5,72,59,Neutral,5,9.4,4,3,Medium
10480,CSE,2,Female,75,17,3,2,8.0,10,7.47,6,40,1.9,57,88,Neutral,4,12.0,4,5,Medium
10481,ECE,4,Male,60,25,8,4,7.9,6,6.24,4,2,2.9,92,70,Neutral,3,10.7,3,4,Medium
10482,CSE,1,Female,96,19,7,10,6.0,1,9.19,4,20,6.3,87,40,Neutral,8,1.0,2,3,Low
10483,EEE,3,Female,85,40,10,1,7.9,3,6.48,5,47,5.2,56,100,Positive,2,3.9,5,1,Medium
10484,IT,4,Female,45,14,5,4,7.4,10,6.02,1,56,2.3,92,92,Neutral,8,1.1,5,5,Medium
10485,ECE,2,Female,72,16,2,6,6.5,6,6.6,9,21,1.6,62,61,Positive,7,4.1,2,4,Low
10486,EEE,4,Male,56,21,2,10,5.3,8,9.93,4,38,6.1,91,63,Neutral,0,6.1,1,4,Medium
10487,CSE,1,Female,53,34,8,9,6.7,9,5.71,5,53,3.3,78,67,Negative,8,5.5,5,3,High
10488,CSE,2,Male,79,3,7,1,3.2,1,9.24,7,26,5.0,66,63,Positive,2,4.5,4,3,Low
10489,ECE,1,Male,98,8,5,10,4.2,8,9.29,3,7,3.4,51,91,Negative,2,7.5,3,1,Medium
10490,EEE,1,Male,60,23,5,4,4.8,10,5.14,10,51,0.3,79,47,Negative,5,2.4,5,3,High
10491,IT,1,Female,82,8,8,5,5.0,4,7.75,3,13,5.7,77,55,Neutral,2,7.0,5,4,Low
10492,ME,4,Male,44,0,7,1,3.2,1,9.86,6,2,6.8,62,85,Neutral,5,4.8,2,4,Medium
10493,CSE,3,Female,65,33,5,1,7.0,6,5.63,4,9,7.9,63,80,Positive,8,8.3,1,4,Medium
10494,ME,3,Female,87,33,1,5,5.6,10,6.4,7,25,1.7,80,44,Negative,1,6.6,3,5,Medium
10495,EEE,1,Male,90,12,4,6,3.2,1,7.49,8,16,4.5,100,78,Negative,1,4.7,1,3,Medium
10496,IT,3,Female,98,34,5,3,4.4,3,9.16,1,31,8.4,76,75,Negative,0,0.5,1,2,Medium
10497,IT,2,Female,63,12,8,2,8.1,10,6.81,1,24,5.2,70,93,Positive,0,7.1,2,3,Low
10498,CSE,4,Female,77,35,2,9,6.6,10,9.1,6,28,9.2,54,61,Neutral,0,2.2,3,1,Medium
10499,EEE,1,Male,70,28,7,10,3.8,1,5.93,9,43,1.4,71,61,Neutral,1,9.9,5,1,High
10500,CSE,2,Female,57,10,4,9,6.0,5,9.66,7,13,1.6,50,97,Negative,1,2.2,4,2,High
10501,CE,4,Male,99,8,1,1,3.2,10,9.4,0,2,9.7,71,92,Negative,8,7.8,3,4,Medium
10502,ECE,3,Male,56,10,1,4,3.1,1,7.38,8,35,1.6,61,75,Positive,0,7.2,5,5,Medium
10503,ECE,2,Male,44,16,4,6,3.8,4,5.67,4,42,5.1,61,50,Neutral,6,2.4,3,4,Medium
10504,CE,1,Male,66,26,9,6,6.2,9,8.79,4,37,5.4,92,97,Positive,6,0.8,5,3,Low
10505,ME,1,Female,51,26,10,3,8.9,10,9.58,3,53,7.5,82,65,Positive,7,10.6,1,5,Low
10506,EEE,2,Female,88,29,7,6,8.6,2,9.31,1,27,3.6,92,94,Negative,7,7.9,3,2,Low
10507,ME,3,Female,68,12,5,5,8.8,7,5.41,8,5,10.0,98,68,Neutral,5,0.9,2,5,Medium
10508,ECE,3,Male,49,13,4,3,3.4,10,6.29,2,11,9.4,86,55,Neutral,4,9.1,5,2,Medium
10509,ME,3,Male,73,3,2,6,4.8,2,8.0,0,48,5.6,83,51,Neutral,2,0.3,3,2,Medium
10510,CE,4,Female,94,38,10,7,6.3,6,5.22,9,44,2.6,41,87,Negative,0,6.9,1,1,Medium
10511,ECE,1,Female,94,34,7,2,8.2,8,9.74,2,18,6.8,88,40,Neutral,2,2.0,3,3,Low
10512,EEE,1,Female,42,34,8,3,6.4,8,5.74,1,42,9.7,59,57,Negative,7,5.6,1,3,Medium
10513,IT,2,Female,81,19,2,9,3.9,1,6.07,6,51,8.0,86,42,Neutral,7,8.9,2,2,High
10514,ECE,3,Female,43,38,6,6,8.9,4,5.1,9,0,6.6,57,91,Positive,4,4.1,5,1,Medium
10515,ME,4,Male,46,20,1,2,5.2,7,5.09,10,13,5.7,56,74,Negative,2,1.6,3,1,High
10516,EEE,4,Male,95,22,5,4,8.6,2,8.25,6,16,3.1,68,47,Positive,2,3.9,5,5,Low
10517,IT,1,Male,51,31,7,1,5.5,5,8.06,7,38,5.5,59,68,Positive,2,0.2,1,4,Low
10518,EEE,1,Male,46,17,3,5,4.4,6,5.18,0,48,8.5,40,54,Negative,7,11.6,3,2,High
10519,CSE,4,Female,42,20,7,8,4.3,6,6.2,6,8,3.0,94,80,Positive,5,9.0,4,5,High
10520,IT,3,Female,92,28,4,10,6.7,9,6.82,6,56,4.1,44,98,Negative,3,2.7,5,2,Medium
10521,EEE,4,Female,91,33,8,6,5.2,5,8.53,5,24,6.3,58,81,Positive,1,3.7,3,4,Low
10522,CE,4,Female,51,36,2,5,6.9,9,9.77,8,48,5.6,89,72,Negative,8,7.7,2,4,Medium
10523,ME,4,Female,45,33,2,2,4.8,7,5.37,1,52,9.9,85,91,Neutral,0,4.1,5,3,High
10524,EEE,1,Male,60,4,7,9,4.4,6,5.47,10,15,2.5,46,68,Positive,2,0.2,2,3,High
10525,CSE,2,Female,66,35,4,3,4.3,1,5.92,5,54,4.9,80,52,Neutral,1,6.7,3,2,Medium
10526,ECE,1,Female,70,35,6,8,6.7,3,7.35,0,33,6.9,56,49,Neutral,8,8.8,5,1,Medium
